"","ODFW_ID","OSU_ID","Year","WMU","Latitude","Longitude","Sex","DAN","Nloci","C273.1","C273.2","C89.1","C89.2","OdhE.1","OdhE.2","SBTD05.1","SBTD05.2","SBTD06.1","SBTD06.2","T159s.1","T159s.2","T7.1","T7.2"
"20","R00144","RoD0020",2023,"Rogue",42.78389,-122.37853,"f","138","7","170","170","159","179","141","149","125","137","183","191","183","207","227","243"
"21","R00145","RoD0021",2023,"Rogue",42.78414,-122.37838,NA,NA,"2",NA,NA,"167","167",NA,NA,"125","125",NA,NA,NA,NA,NA,NA
"22","R00146","RoD0022",2023,"Rogue",42.78524,-122.37506,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","R00147","RoD0023",2023,"Rogue",42.7856,-122.37439,"f","139","7","146","154","159","179","141","149","133","137","183","183","203","203","219","231"
"24","R00148","RoD0024",2023,"Rogue",42.7856,-122.37268,"f","140","7","170","170","159","171","149","149","125","125","191","195","183","207","219","243"
"25","R00149","RoD0025",2023,"Rogue",42.78684,-122.36851,"f","141","7","154","170","159","159","149","149","125","125","199","199","191","207","231","233"
"26","R00150","RoD0026",2023,"Rogue",42.78704,-122.3671,"f","142","7","142","154","159","167","141","149","125","137","195","199","195","207","231","233"
"27","R00151","RoD0027",2023,"Rogue",42.78711,-12236681,"f","143","7","170","170","159","179","141","149","113","125","195","199","203","203","231","231"
"28","R00152","RoD0028",2023,"Rogue",42.78882,-122.36406,NA,NA,"3",NA,NA,NA,NA,"141","141","125","125","183","187",NA,NA,NA,NA
"29","R00153","RoD0029",2023,"Rogue",42.7896,-122.36098,"f","144","7","170","170","159","159","141","149","125","133","183","195","183","203","219","231"
"30","R00154","RoD0030",2023,"Rogue",42.78657,-122.36278,"f","3","7","154","170","159","159","141","149","137","137","195","195","219","219","223","231"
"31","R-00634","RoD0031",2023,"Rogue",42.800425,-122.3418883,"f","145","7","154","170","159","159","141","149","129","129","191","191","195","195","231","231"
"32","R-00635","RoD0032",2023,"Rogue",42.8004308,-122.3415853,"f","4","7","170","170","159","163","149","149","129","129","191","195","203","203","227","231"
"33","R-00636","RoD0033",2023,"Rogue",42.8017456,-122.3396215,"f","5","7","154","170","159","159","141","141","113","137","195","199","203","207","233","239"
"34","R-00637","RoD0034",2023,"Rogue",42.8017567,-122.3396917,"f","6","7","170","170","163","167","141","149","113","145","191","199","183","207","219","227"
"35","R-00638","RoD0035",2023,"Rogue",42.8017009,-122.3399061,"f","5","7","154","170","159","159","141","141","113","137","195","199","203","207","233","239"
"36","R-00639","RoD0036",2023,"Rogue",42.801949,-122.3398353,"f","6","7","170","170","163","167","141","149","113","145","191","199","183","207","219","227"
"37","R-00640","RoD0037",2023,"Rogue",42.8020317,-122.339865,"f","6","7","170","170","163","167","141","149","113","145","191","199","183","207","219","227"
"38","R-00641","RoD0038",2023,"Rogue",42.8012633,-122.3402867,"f","6","7","170","170","163","167","141","149","113","145","191","199","183","207","219","227"
"39","R-00642","RoD0039",2023,"Rogue",42.8001833,-122.3404533,"f","146","7","154","170","159","167","141","149","113","137","195","199","203","207","227","239"
"40","R-00643","RoD0040",2023,"Rogue",42.7990783,-122.3435433,"f","147","7","170","170","159","171","141","149","113","133","195","199","203","203","235","239"
"41","R-00644","RoD0041",2023,"Rogue",42.80008,-122.34462,"f","4","7","170","170","159","163","149","149","129","129","191","195","203","203","227","231"
"42","R-00645","RoD0042",2023,"Rogue",42.7999824,-122.3448232,"f","148","6","146","170","159","175","141","149","133","133","191","195",NA,NA,"243","243"
"43","R-00646","RoD0043",2023,"Rogue",42.7979623,-122.3465771,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","R-00647","RoD0044",2023,"Rogue",42.7978617,-122.3464267,"f","149","7","170","170","159","179","149","149","129","133","195","195","183","203","231","243"
"45","R-00648","RoD0045",2023,"Rogue",42.7976249,-122.3471115,"f","7","7","170","170","159","179","141","149","125","133","183","199","191","223","231","231"
"46","R-00649","RoD0046",2023,"Rogue",42.7974311,-122.3472271,"f","8","7","154","170","159","163","149","149","129","133","191","195","203","203","227","243"
"47","R-00650","RoD0047",2023,"Rogue",42.7970617,-122.3472533,"f","7","7","170","170","159","179","141","149","125","133","183","199","191","223","231","231"
"48","R-00651","RoD0048",2023,"Rogue",42.7967339,-122.3475536,"f","7","7","170","170","159","179","141","149","125","133","183","199","191","223","231","231"
"49","R-00652","RoD0049",2023,"Rogue",42.7961886,-122.3480701,"f","7","7","170","170","159","179","141","149","125","133","183","199","191","223","231","231"
"50","R-00653","RoD0050",2023,"Rogue",42.7962167,-122.3480583,"f","7","7","170","170","159","179","141","149","125","133","183","199","191","223","231","231"
"51","R-00654","RoD0051",2023,"Rogue",42.7957635,-122.3485187,"f","8","7","154","170","159","163","149","149","129","133","191","195","203","203","227","243"
"52","R-00655","RoD0052",2023,"Rogue",42.79566,-122.348451,"f","8","7","154","170","159","163","149","149","129","133","191","195","203","203","227","243"
"53","R-00656","RoD0053",2023,"Rogue",42.7956967,-122.348475,"f","150","7","142","154","159","163","149","149","137","141","195","199","203","203","231","243"
"54","R-00657","RoD0054",2023,"Rogue",42.7954312,-122.3494106,"f","151","6","170","170","159","179","141","149","125","125","183","199","191","191",NA,NA
"55","R-00658","RoD0055",2023,"Rogue",42.7957025,-122.3465147,"f","4","7","170","170","159","163","149","149","129","129","191","195","203","203","227","231"
"56","R-00659","RoD0056",2023,"Rogue",42.795855,-122.3459868,"f","9","7","142","154","159","179","141","141","113","131","195","195","207","223","231","235"
"57","R-00660","RoD0057",2023,"Rogue",42.7959549,-122.345985,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","R-00661","RoD0058",2023,"Rogue",42.7961592,-122.3455078,"f","9","7","142","154","159","179","141","141","113","131","195","195","207","223","231","235"
"59","R-00662","RoD0059",2023,"Rogue",42.7973849,-122.3450968,"f","152","7","154","170","159","163","149","149","133","133","199","199","191","203","235","235"
"60","R-00663","RoD0060",2023,"Rogue",42.7974319,-122.3449947,"f","9","7","142","154","159","179","141","141","113","131","195","195","207","223","231","235"
"61","R-00664","RoD0061",2023,"Rogue",42.7981684,-122.3446083,"f","9","7","142","154","159","179","141","141","113","131","195","195","207","223","231","235"
"62","R-01054","RoD0062",2023,"Rogue",42.7812683,-122.3547123,"f","10","7","142","170","159","171","141","149","129","137","183","199","195","215","219","231"
"63","R-01055","RoD0063",2023,"Rogue",42.7813094,-122.3546065,"f","12","7","170","170","159","179","149","149","125","125","195","199","203","203","231","231"
"64","R-01056","RoD0064",2023,"Rogue",42.7813005,-122.3545893,"f","11","7","170","170","159","159","141","149","129","133","195","199","203","203","219","227"
"65","R-01057","RoD0065",2023,"Rogue",42.7816569,-122.3547221,"f","10","7","142","170","159","171","141","149","129","137","183","199","195","215","219","231"
"66","R-01058","RoD0066",2023,"Rogue",42.7818287,-122.3546447,"f","12","7","170","170","159","179","149","149","125","137","195","199","203","203","231","231"
"67","R-01059","RoD0067",2023,"Rogue",42.7820373,-122.3540803,"f","10","7","142","170","159","171","141","149","129","137","183","199","195","215","219","231"
"68","R-01060","RoD0068",2023,"Rogue",42.7820167,-122.3540487,"f","10","7","142","170","159","171","141","149","129","137","183","199","195","215","219","231"
"69","R-01061","RoD0069",2023,"Rogue",42.7819679,-122.3539384,"f","10","7","142","170","159","171","141","149","129","137","183","199","195","215","219","231"
"70","R-01062","RoD0070",2023,"Rogue",42.7819896,-122.3539082,"f","12","6","170","170","159","179","149","149","125","137","195","199","203","203",NA,NA
"71","R-01063","RoD0071",2023,"Rogue",42.781926,-122.3537971,"f","11","7","170","170","159","159","141","149","129","133","195","199","203","203","219","227"
"72","R-01064","RoD0072",2023,"Rogue",42.7815586,-122.3534891,"f","10","7","142","170","159","171","141","149","129","137","183","199","195","215","219","231"
"73","R-01065","RoD0073",2023,"Rogue",42.7816476,-122.3532904,"f","154","7","154","170","171","175","141","149","129","137","183","191","195","195","231","231"
"74","R-01066","RoD0074",2023,"Rogue",42.7816263,-122.3527065,"f","155","7","170","170","171","175","149","149","133","145","199","199","195","195","231","231"
"75","R-01067","RoD0075",2023,"Rogue",42.7816278,-122.3527547,"f","10","7","142","170","159","171","141","149","129","137","183","199","195","215","219","231"
"76","R-01068","RoD0076",2023,"Rogue",42.781561,-122.3526071,"f","156","7","154","170","159","159","149","149","129","137","195","195","203","219","227","227"
"77","R-01069","RoD0077",2023,"Rogue",42.7816915,-122.3473757,"f","157","6","170","170","163","179","141","149","137","137","195","195","203","215",NA,NA
"78","R-01070","RoD0078",2023,"Rogue",42.7817566,-122.3462065,"f","158","5","154","170","159","179","141","149","129","137","195","195",NA,NA,NA,NA
"79","R-01071","RoD0079",2023,"Rogue",42.7822785,-122.3453156,"f","159","7","170","170","159","159","149","149","131","137","183","195","195","195","227","231"
"80","R-01072","RoD0080",2023,"Rogue",42.7817041,-122.3496566,"f","160","7","142","154","171","179","141","149","129","137","183","191","215","215","231","231"
"81","R-01073","RoD0081",2023,"Rogue",42.78247,-122.3532227,"f","10","7","142","170","159","171","141","149","129","137","183","199","195","215","219","231"
"82","R00155","RoD0082",2023,"Rogue",42.48266,-122.33305,"f","3","7","154","170","159","159","141","149","137","137","195","195","219","219","223","231"
"83","R00156","RoD0083",2023,"Rogue",42.48402,-122.33211,NA,NA,"1","154","154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","R00157","RoD0084",2023,"Rogue",42.48619,-122.32951,"f","161","7","146","170","159","159","149","149","125","131","199","199","191","195","219","239"
"85","R00158","RoD0085",2023,"Rogue",42.48382,-122.33305,"f","162","7","154","170","171","175","141","149","137","137","199","199","191","219","219","231"
"86","R00159","RoD0086",2023,"Rogue",42.48501,-122.33584,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","R00160","RoD0087",2023,"Rogue",42.48324,-122.34035,"f","163","7","146","170","159","171","141","149","137","137","195","199","195","207","227","227"
"88","R-00665","RoD0088",2023,"Rogue",42.4880245,-122.3142417,"f","164","7","142","170","159","167","149","149","113","133","191","195","183","183","219","231"
"89","R-00666","RoD0089",2023,"Rogue",42.4846507,-122.3090363,"f","13","7","170","170","167","179","149","149","113","137","183","195","207","207","243","243"
"90","R-00667","RoD0090",2023,"Rogue",42.4842243,-122.3078943,"f","165","7","142","170","171","179","149","149","133","137","191","195","183","207","233","233"
"91","R-00668","RoD0091",2023,"Rogue",42.4827023,-122.3090365,"f","13","7","170","170","167","179","149","149","113","137","183","195","207","207","243","243"
"92","R-00669","RoD0092",2023,"Rogue",42.4817392,-122.3103078,NA,NA,"4","170","170","159","179","149","149",NA,NA,NA,NA,NA,NA,"231","231"
"93","R-00670","RoD0093",2023,"Rogue",42.483515,-122.3127166,"f","14","6","170","170","159","167","149","149","113","133","183","191",NA,NA,"231","243"
"94","R-00671","RoD0094",2023,"Rogue",42.4835633,-122.3128133,"f","14","6","170","170","159","167","149","149","113","133","183","191",NA,NA,"231","243"
"95","R-00672","RoD0095",2023,"Rogue",42.4842636,-122.3143717,"f","166","7","154","170","159","159","141","149","125","133","191","191","203","203","231","231"
"96","R-00673","RoD0096",2023,"Rogue",42.4868498,-122.3165189,"f","15","7","170","170","159","159","141","149","133","137","199","199","203","203","231","231"
"97","R-00674","RoD0097",2023,"Rogue",42.4895434,-122.31859,"f","15","7","170","170","159","159","141","149","133","137","199","199","203","203","231","231"
"98","R-01074","RoD0098",2023,"Rogue",42.5022006,-122.3391477,"f","167","7","154","170","175","179","141","149","133","133","195","199","207","215","227","231"
"99","R-01075","RoD0099",2023,"Rogue",42.5022184,-122.3391032,NA,NA,"3","170","170",NA,NA,"141","149","125","125",NA,NA,NA,NA,NA,NA
"100","R-01076","RoD0100",2023,"Rogue",42.5019874,-122.3377449,"f","168","5","170","170","159","179","141","149","125","125","199","199",NA,NA,NA,NA
"101","R-01077","RoD0101",2023,"Rogue",42.5026498,-122.3370457,"f","169","6","170","170","159","175","141","149","133","137","195","199",NA,NA,"219","231"
"102","R-01078","RoD0102",2023,"Rogue",42.5034642,-122.3342824,"f","170","7","170","170","159","179","141","149","131","137","195","199","183","183","231","231"
"103","R-01079","RoD0103",2023,"Rogue",42.5033994,-122.3336391,"f","16","7","170","170","159","179","141","149","125","133","199","199","195","195","219","231"
"104","R-01080","RoD0104",2023,"Rogue",42.5033737,-122.3336058,"f","171","7","170","170","159","175","141","149","137","137","191","199","191","207","231","231"
"105","R-01081","RoD0105",2023,"Rogue",42.5034093,-122.3324592,"f","172","7","154","170","159","163","141","149","137","137","195","199","207","219","231","231"
"106","R-01082","RoD0106",2023,"Rogue",42.5032869,-122.3313877,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","R-01083","RoD0107",2023,"Rogue",42.502002,-122.3299921,"f","16","7","170","170","159","179","141","149","125","133","199","199","195","195","219","231"
"108","R-01084","RoD0108",2023,"Rogue",42.4981547,-122.329039,"f","17","7","154","170","159","179","141","149","133","133","195","199","207","207","227","231"
"109","R-01085","RoD0109",2023,"Rogue",42.500085,-122.3355579,"f","16","7","170","170","159","179","141","149","125","133","199","199","195","195","219","231"
"110","R01086","RoD0110",2023,"Rogue",42.5023732,-122.326897,"f","18","7","154","170","159","179","149","149","133","133","195","199","203","223","227","231"
"111","R01087","RoD0111",2023,"Rogue",42.5023623,-122.3268522,"f","173","7","154","170","159","175","141","141","125","133","183","195","203","215","243","243"
"112","R01088","RoD0112",2023,"Rogue",42.50248,-122.3266439,"f","174","6","146","170","171","175","141","141","113","137","191","191","191","203",NA,NA
"113","R01089","RoD0113",2023,"Rogue",42.5039132,-122.3260239,"f","19","7","170","170","159","159","141","149","137","137","191","195","203","203","227","231"
"114","R01090","RoD0114",2023,"Rogue",42.5038588,-122.3256858,"f","18","6","154","170","159","179","149","149","133","133","195","199",NA,NA,"227","231"
"115","R01091","RoD0115",2023,"Rogue",42.5038558,-122.32569,"f","19","6","170","170","159","159","141","149","137","137","191","195",NA,NA,"227","231"
"116","R01092","RoD0116",2023,"Rogue",42.5049854,-122.3200826,"f","175","7","170","170","175","179","149","149","129","137","195","199","215","215","231","231"
"117","R01093","RoD0117",2023,"Rogue",42.5049643,-122.3199604,"f","20","6","154","154","159","159","141","141","125","137","183","199",NA,NA,"243","243"
"118","R01094","RoD0118",2023,"Rogue",42.5047897,-122.3195121,"f","176","7","154","170","159","175","149","149","113","141","183","191","195","195","219","231"
"119","R01095","RoD0119",2023,"Rogue",42.5048782,-122.3192949,"f","177","7","146","154","159","159","149","149","125","133","191","195","191","191","227","227"
"120","R01096","RoD0120",2023,"Rogue",42.5047458,-122.3177958,"f","20","7","154","154","159","159","141","141","125","137","183","199","219","219","243","243"
"121","R01097","RoD0121",2023,"Rogue",42.5047878,-122.317768,"f","178","6","146","170","159","179","141","149","113","133","183","195",NA,NA,"231","243"
"122","R01098","RoD0122",2023,"Rogue",42.5045664,-122.3172578,"f","21","7","154","154","159","159","141","141","125","125","183","199","219","219","243","243"
"123","R01099","RoD0123",2023,"Rogue",42.5045265,-122.317059,"f","179","6","154","170","159","163","141","149","125","137","195","199","219","219",NA,NA
"124","R01100","RoD0124",2023,"Rogue",42.5047536,-122.3120717,"f","21","7","154","154","159","159","141","141","125","125","183","199","219","219","243","243"
"125","R01101","RoD0125",2023,"Rogue",42.5043161,-122.3107247,"f","21","7","154","154","159","159","141","141","125","125","183","199","219","219","243","243"
"126","R01102","RoD0126",2023,"Rogue",42.5025616,-122.3108948,"f","21","7","154","154","159","159","141","141","125","125","183","199","219","219","243","243"
"127","R01103","RoD0127",2023,"Rogue",42.4972737,-122.3263173,NA,NA,"1",NA,NA,NA,NA,NA,NA,"133","133",NA,NA,NA,NA,NA,NA
"128","R01104","RoD0128",2023,"Rogue",42.4987524,-122.3274408,"f","17","7","154","170","159","179","141","149","133","133","195","199","207","207","227","231"
"129","R01105","RoD0129",2023,"Rogue",42.4989559,-122.3277164,"f","180","7","170","170","175","179","141","149","133","133","199","199","191","207","227","227"
"130","R00052","RoD0130",2023,"Rogue",42.1821596,-122.3968679,"f","22","6","146","170","159","167","141","141","125","137","183","199",NA,NA,"219","219"
"131","R00053","RoD0131",2023,"Rogue",42.182678,-122.3946332,NA,NA,"4","170","170","159","163","141","141",NA,NA,NA,NA,NA,NA,"227","243"
"132","R00054","RoD0132",2023,"Rogue",42.1826586,-122.3945246,"f","181","7","154","158","167","179","141","149","145","145","183","183","191","223","227","231"
"133","R00055","RoD0133",2023,"Rogue",42.1826906,-122.3945287,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","R00056","RoD0134",2023,"Rogue",42.1827134,-122.3945529,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","R00057","RoD0135",2023,"Rogue",42.1829685,-122.3941686,"f","182","7","170","170","159","163","141","141","133","133","183","191","215","219","227","243"
"136","R00058","RoD0136",2023,"Rogue",42.1829059,-122.3940661,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","R00059","RoD0137",2023,"Rogue",42.1816307,-122.3933133,"f","23","7","154","170","159","167","141","149","125","129","195","195","203","203","231","243"
"138","R00060","RoD0138",2023,"Rogue",42.1815971,-122.3929843,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","R00061","RoD0139",2023,"Rogue",42.1815887,-122.3929459,"f","23","7","154","170","159","167","141","149","125","129","195","195","203","203","231","243"
"140","R00062","RoD0140",2023,"Rogue",42.1816046,-122.3929769,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","R00063","RoD0141",2023,"Rogue",42.1815632,-122.392973,"f","23","6","154","170","159","167","141","149","125","129","195","195","203","203",NA,NA
"142","R00064","RoD0142",2023,"Rogue",42.1822015,-122.3924736,"f","24","5","146","170","159","167","141","141","125","125","183","199",NA,NA,NA,NA
"143","R00065","RoD0143",2023,"Rogue",42.1822122,-122.3924706,NA,NA,"2",NA,NA,NA,NA,"141","141","125","125",NA,NA,NA,NA,NA,NA
"144","R00066","RoD0144",2023,"Rogue",42.1821879,-122.3925121,"f","24","6","146","170","159","167","141","141","125","125","183","199",NA,NA,"219","219"
"145","R00067","RoD0145",2023,"Rogue",42.1824311,-122.3899546,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","R00068","RoD0146",2023,"Rogue",42.1822393,-122.3898243,"f","183","5","146","154","159","167","141","149","125","137",NA,NA,NA,NA,"227","227"
"147","R00069","RoD0147",2023,"Rogue",42.1821615,-122.3897869,"f","184","5","146","154","159","167","141","149",NA,NA,NA,NA,"207","207","219","227"
"148","R00070","RoD0148",2023,"Rogue",42.181723,-122.3893696,"f","25","7","170","170","159","159","141","141","137","137","191","195","183","195","227","231"
"149","R00071","RoD0149",2023,"Rogue",42.1816538,-122.3894334,"f","185","7","170","170","167","167","141","141","125","137","195","199","211","215","227","227"
"150","R00072","RoD0150",2023,"Rogue",42.1816486,-122.3894014,"f","26","5","146","154","159","167","141","149",NA,NA,"191","195",NA,NA,"219","227"
"151","R00073","RoD0151",2023,"Rogue",42.1816084,-122.3894598,"f","186","7","154","170","163","163","141","141","133","133","191","195","191","191","231","243"
"152","R00074","RoD0152",2023,"Rogue",42.1804828,-122.3891031,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","R00075","RoD0153",2023,"Rogue",42.1805097,-122.3891409,"f","187","7","142","170","159","167","141","149","125","137","191","195","195","195","231","243"
"154","R00076","RoD0154",2023,"Rogue",42.1780002,-122.3859969,"f","26","7","146","154","159","167","141","149","125","137","191","195","183","215","219","227"
"155","R00077","RoD0155",2023,"Rogue",42.1776843,-122.3850851,"f","26","6","146","154","159","167","141","149","125","137","191","195","183","215",NA,NA
"156","R00078","RoD0156",2023,"Rogue",42.1776984,-122.3850389,NA,NA,"3","146","154",NA,NA,"141","149","125","125",NA,NA,NA,NA,NA,NA
"157","R00079","RoD0157",2023,"Rogue",42.1777052,-122.3848544,"f","188","7","142","170","159","167","141","149","129","133","183","191","183","215","227","231"
"158","R00080","RoD0158",2023,"Rogue",42.1776944,-122.3846914,"f","25","7","170","170","159","159","141","141","137","137","191","195","183","195","227","231"
"159","R00081","RoD0159",2023,"Rogue",42.1777197,-122.3847388,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","R00082","RoD0160",2023,"Rogue",42.1773295,-122.3844544,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","R00083","RoD0161",2023,"Rogue",42.1761665,-122.3845595,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","R00084","RoD0162",2023,"Rogue",42.176167,-122.3844674,NA,NA,"3","170","170",NA,NA,"141","149","125","137",NA,NA,NA,NA,NA,NA
"163","R00085","RoD0163",2023,"Rogue",42.1761665,-122.384509,"f","26","7","146","154","159","167","141","149","125","137","191","195","183","215","219","227"
"164","R00086","RoD0164",2023,"Rogue",42.1761279,-122.3845693,"f","158","7","154","170","159","179","141","149","129","137","195","195","195","211","219","231"
"165","R00087","RoD0165",2023,"Rogue",42.176109,-122.3846002,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","R00088","RoD0166",2023,"Rogue",42.1750626,-122.3865223,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","R00089","RoD0167",2023,"Rogue",42.1753215,-122.3869829,"f","190","7","170","170","159","159","149","149","113","137","191","195","203","215","231","235"
"168","R00090","RoD0168",2023,"Rogue",42.1753283,-122.3870019,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","R00091","RoD0169",2023,"Rogue",42.1755117,-122.3874971,"f","23","7","154","170","159","167","141","149","125","129","195","195","203","203","231","243"
"170","R00092","RoD0170",2023,"Rogue",42.1756573,-122.3877027,NA,NA,"1",NA,NA,NA,NA,"141","141",NA,NA,NA,NA,NA,NA,NA,NA
"171","R00093","RoD0171",2023,"Rogue",42.1756574,-122.3877813,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","R00094","RoD0172",2023,"Rogue",42.1758414,-122.387948,"f","191","5","170","170","167","179","141","141","137","137","191","195",NA,NA,NA,NA
"173","R00095","RoD0173",2023,"Rogue",42.1758199,-122.387937,"f","188","6","142","170","159","167","141","149","129","133","183","191","183","183",NA,NA
"174","R00096","RoD0174",2023,"Rogue",42.1758149,-122.3879995,"f","193","7","146","170","159","167","141","149","125","133","183","195","207","215","227","231"
"175","R00097","RoD0175",2023,"Rogue",42.1758312,-122.3879722,"f","184","7","146","154","159","167","141","149","125","137","183","195","207","207","219","227"
"176","R00098","RoD0176",2023,"Rogue",42.1760812,-122.3881312,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","R00099","RoD0177",2023,"Rogue",42.1756818,-122.3916034,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","R00100","RoD0178",2023,"Rogue",42.1756742,-122.3916172,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","R00101","RoD0179",2023,"Rogue",42.1758449,-122.3940591,"f","195","7","154","170","163","171","141","141","133","141","183","183","203","219","231","243"
"180","R00102","RoD0180",2023,"Rogue",42.1757249,-122.3941003,"f","22","5","146","170","159","167","141","141","125","137","183","199",NA,NA,NA,NA
"181","R00103","RoD0181",2023,"Rogue",42.1756285,-122.3940801,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","R-00540","RoD0182",2023,"Rogue",42.1816532,-122.3764954,"f","27","7","170","170","159","167","141","141","129","129","183","195","191","203","235","243"
"183","R-00560","RoD0183",2023,"Rogue",42.1815803,-122.3765876,NA,NA,"1","142","142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","R-00542","RoD0184",2023,"Rogue",42.1815683,-122.3767233,"f","28","7","146","170","159","179","141","149","125","137","191","191","191","215","231","235"
